Analytic	Finite_differences	Diff	Abs_diff	Norm_diff
0.7825646388957996	0.7820146129233763	0.0005500259724233736	0.0005500259724233736	0.0007028505315541236
5.798135978195338	5.798510273962165	-0.00037429576682690424	0.00037429576682690424	6.455449962444711e-05
-0.6434135725896059	-0.643886836769525	0.0004732641799191084	0.0004732641799191084	0.0007355520618166609
8.618006292128022	8.621318007499212	-0.003311715371189905	0.003311715371189905	0.00038427859750055386
-7.033980333499688	-7.034162634226959	0.00018230072727121183	0.00018230072727121183	2.5917150550307253e-05
1.570657991158724	1.5730977829662152	-0.0024397918074912095	0.0024397918074912095	0.0015533565048692097
-7.637546935090791	-7.642612777999602	0.005065842908811291	0.005065842908811291	0.0006632814111473701
5.770546121345715	5.773609771495103	-0.0030636501493876978	0.0030636501493876978	0.0005309116476957023
0.6068007986203958	0.6113227827881929	-0.004521984167797033	0.004521984167797033	0.0074521724066251745
-1.7157007114958314	-1.7179436599690234	0.0022429484731920635	0.0022429484731920635	0.0013073075380592178
0.3752896498013337	0.3682466431200737	0.007043006681260011	0.007043006681260011	0.018766855640672084
-3.9384590961187764	-3.93757699202979	-0.0008821040889865905	0.0008821040889865905	0.0002239718802350583
1.2303514283302688	1.2324980016273912	-0.0021465732971224227	0.0021465732971224227	0.001744683061843212
1.8593153771315105	1.861446789916954	-0.0021314127854434872	0.0021314127854434872	0.001146342794589135
-2.086424370515298	-2.084731273498619	-0.0016930970166790793	0.0016930970166790793	0.0008114825730591538
0.34658432785765836	0.34277059785381425	0.003813730003844107	0.003813730003844107	0.011003757808144169
0.4906295080849426	0.48994378448696807	0.0006857235979745302	0.0006857235979745302	0.0013976403511706658
1.9111477071988934	1.9088929675490363	0.002254739649857118	0.002254739649857118	0.0011797830389372761
-2.7059188678148347	-2.707194274989888	0.0012754071750533669	0.0012754071750533669	0.00047133976935654476
-2.9773005653031017	-2.9753341441391967	-0.0019664211639049967	0.0019664211639049967	0.0006604711619717866
2.4241064562152452	2.4218171547545353	0.002289301460709936	0.002289301460709936	0.0009443898203564128
-0.47159708889854796	-0.4746165377582656	0.003019448859717666	0.003019448859717666	0.006402602837879738
