0  0.7249494475243978
1  0.7177442813826018
2  0.6944927781898899
3  0.6507295042377825
4  0.5810325702007806
5  0.48302382934428895
6  0.3626857211217767
7  0.23723993918424358
8  0.13001325901526392
9  0.057496324078893275
10  0.019889675623778177
11  0.0052729231879305085
12  0.0010643907302475021
13  0.00016526269985986345
14  2.03030522426281e-05
15  2.0680300726866296e-06
33  1.1955892875925402e-06
34  1.2517827986501546e-05
35  0.00010989607906817431
36  0.0007664910888597763
37  0.004100837566252992
38  0.01656631460730344
39  0.05065510888963954
40  0.11939402181062635
41  0.22365814300684247
42  0.34611794850538485
43  0.4613472713693451
44  0.5509584633743508
45  0.6090132298594468
46  0.6374918334540233
47  0.6395755251776273
48  0.6156055273862271
49  0.5626946057159697
50  0.4779823063350718
51  0.36506889561856004
52  0.2400542124995859
53  0.1291559548176781
54  0.05389807318681204
55  0.016591962662587976
56  0.003615033876206802
57  0.0005421350262616752
