      Step          Pe(mixed)          E_total                Temp                  Pe                  Ke   Speed(ns/day)
        85     4916.7837515953     5059.4424996843     1021.9038003993     4916.7837515953      142.6587480889      1.28410710
        86     4912.5316342085     5059.4424972540     1052.3628678738     4912.5316342085      146.9108630455      2.12313833
        87     4907.9644796995     5059.4422448067     1085.0768418531     4907.9644796995      151.4777651072      2.10690620
        88     4903.0863574919     5059.4417016607     1120.0162805247     4903.0863574919      156.3553441688      2.11811249
        89     4897.9060239566     5059.4408435187     1157.1182855495     4897.9060239566      161.5348195621      2.11656610
        90     4892.4373091737     5059.4396647723     1196.2837480915     4892.4373091737      167.0023555986      1.47195461
        91     4886.6992067014     5059.4381794430     1237.3767125146     4886.6992067014      172.7389727416      1.37294134
        92     4880.7156513510     5059.4364206846     1280.2259646814     4880.7156513510      178.7207693337      2.17552373
        93     4874.5149928763     5059.4344388806     1324.6287884270     4874.5149928763      184.9194460043      2.15265001
        94     4868.1291958760     5059.4322984741     1370.3566741758     4868.1291958760      191.3031025981      2.17807348
        95     4861.5928164010     5059.4300737601     1417.1626196369     4861.5928164010      197.8372573591      2.15328955
        96     4854.9418222955     5059.4278439429     1464.7895446258     4854.9418222955      204.4860216474      2.05231695
        97     4848.2123359584     5059.4256878175     1512.9792589050     4848.2123359584      211.2133518591      2.13924360
        98     4841.4393841703     5059.4236784530     1561.4813794389     4841.4393841703      217.9842942828      2.19549173
        99     4834.6557394835     5059.4218782543     1610.0615944547     4834.6557394835      224.7661387708      2.19522574
