      Step          Pe(mixed)          E_total                Temp                  Pe                  Ke   Speed(ns/day)
       181        3.4702212271        4.2800513961     3132.5594171188        3.4702212271        0.8098301690      4.25737624
       182        3.5513490423        4.2805058965     2820.5014552300        3.5513490423        0.7291568542      4.17329263
       183        3.6454317064        4.2810330149     2458.6128556726        3.6454317064        0.6356013084      4.23449247
       184        3.7441998189        4.2815944804     2078.7330134092        3.7441998189        0.5373946615      4.07246014
       185        3.8388423462        4.2821509943     1714.7924753389        3.8388423462        0.4433086480      4.15701595
       186        3.9206415773        4.2826625679     1400.3581327787        3.9206415773        0.3620209906      4.16298525
       187        3.9816126940        4.2830896921     1166.1637780761        3.9816126940        0.3014769981      4.31568257
       188        4.0151054239        4.2833982151     1037.8016795653        4.0151054239        0.2682927912      3.67328433
       189        4.0163214714        4.2835656739     1033.7455622381        4.0163214714        0.2672442025      4.02675555
       190        3.9826949552        4.2835759505     1163.8583390520        3.9826949552        0.3008809953      4.12413640
       191        3.9141239718        4.2834223551     1428.5083129527        3.9141239718        0.3692983833      3.88974256
       192        3.8130306783        4.2831176618     1818.3755847363        3.8130306783        0.4700869835      3.90735744
       193        3.6842088746        4.2826779938     2314.9792969104        3.6842088746        0.5984691192      4.09686129
       194        3.5345225926        4.2821371624     2891.8990065081        3.5345225926        0.7476145698      4.26012891
       195        3.3724142416        4.2815283630     3516.6064582621        3.3724142416        0.9091141214      4.06241652
       196        3.2073239263        4.2809000449     4152.7731481254        3.2073239263        1.0735761186      4.16825242
       197        3.0489925445        4.2802936997     4762.8801407946        3.0489925445        1.2313011552      4.18558403
       198        2.9067698581        4.2797537386     5310.9327724728        2.9067698581        1.3729838805      4.22708347
       199        2.7889290969        4.2793180486     5765.0753510448        2.7889290969        1.4903889516      4.26991712
       200        2.7020672195        4.2790179922     6099.9110467540        2.7020672195        1.5769507728      4.23820672
       201        2.6506208974        4.2788736776     6298.3558471280        2.6506208974        1.6282527801      4.11991662
       202        2.6365444884        4.2788958537     6352.8915480063        2.6365444884        1.6423513653      4.27318985
       203        2.6591588559        4.2790800969     6266.1280513573        2.6591588559        1.6199212410      4.17209148
       204        2.7152003231        4.2794124706     6050.6358999773        2.7152003231        1.5642121475      1.94257768
       205        2.7990478624        4.2798683828     5728.0630480820        2.7990478624        1.4808205203      1.98231971
       206        2.9031210352        4.2804143205     5327.6022756675        2.9031210352        1.3772932853      2.01864898
       207        3.0184167310        4.2810099232     4883.9230075620        3.0184167310        1.2625931923      1.92646784
       208        3.1351450138        4.2816105656     4434.7217456239        3.1351450138        1.1464655517      1.89622660
       209        3.2434201322        4.2821739411     4018.0745925621        3.2434201322        1.0387538089      1.89920793
       210        3.3339452366        4.2826607959     3669.7914864182        3.3339452366        0.9487155593      1.96480083
       211        3.3986472189        4.2830378278     3420.9717502114        3.3986472189        0.8843906089      1.99596753
       212        3.4312136092        4.2832814856     3295.9419795284        3.4312136092        0.8520678764      1.94086102
       213        3.4274858849        4.2833744293     3310.7209667595        3.4274858849        0.8558885444      1.96512047
       214        3.3857075545        4.2833168583     3472.1038872105        3.3857075545        0.8976093038      1.99976749
       215        3.3065812162        4.2831152336     3777.3979653429        3.3065812162        0.9765340174      1.95605142
       216        3.1931793748        4.2827868128     4214.7849903713        3.1931793748        1.0896074380      1.88684716
       217        3.0506963052        4.2823506206     4764.2462239622        3.0506963052        1.2316543155      1.96928522
       218        2.8860984237        4.2818418636     5398.9705794210        2.8860984237        1.3957434399      1.91912231
       219        2.7076343131        4.2812918852     6087.1723920892        2.7076343131        1.5736575721      1.90881151
       220        2.5242909180        4.2807420886     6794.2488018737        2.5242909180        1.7564511706      1.76318720
       221        2.3451604844        4.2802326822     7485.1850035419        2.3451604844        1.9350721978      1.97035595
       222        2.1787969830        4.2798067515     8127.0594603768        2.1787969830        2.1010097685      1.99136095
       223        2.0325806560        4.2794917736     8691.4304387352        2.0325806560        2.2469111175      1.96955279
       224        1.9122162990        4.2793164888     9156.3420023032        1.9122162990        2.3671001898      1.97459673
       225        1.8213531103        4.2792879159     9507.7055870859        1.8213531103        2.4579348056      1.83311177
       226        1.7614409715        4.2794017211     9739.8960427503        1.7614409715        2.5179607495      1.92918558
       227        1.7317834251        4.2796354076     9855.5203633751        1.7317834251        2.5478519824      1.99789324
       228        1.7298109804        4.2799669923     9864.4327374297        1.7298109804        2.5501560120      2.00530042
       229        1.7514701440        4.2803551374     9782.1528569836        1.7514701440        2.5288849934      2.02757156
       230        1.7917602322        4.2807652161     9627.8902670147        1.7917602322        2.4890049839      1.98802900
       231        1.8452785700        4.2811581939     9422.3924316104        1.8452785700        2.4358796239      1.99503353
       232        1.9067768897        4.2815000844     9185.8290688035        1.9067768897        2.3747231948      1.95657946
       233        1.9716489402        4.2817626024     8935.9085205503        1.9716489402        2.3101136621      1.95779506
       234        2.0363225921        4.2819312996     8686.3924974691        2.0363225921        2.2456087075      1.89449181
       235        2.0985020557        4.2819989012     8446.1333594819        2.0985020557        2.1834968455      1.97067739
       236        2.1572680345        4.2819696445     8218.7034912655        2.1572680345        2.1247016100      1.98497996
       237        2.2130167173        4.2818571574     8002.6230825721        2.2130167173        2.0688404401      1.94424521
       238        2.2672599773        4.2816832505     7792.1283209464        2.2672599773        2.0144232732      1.96432157
       239        2.3223149893        4.2814764691     7578.3664013855        2.3223149893        1.9591614798      1.97928814
       240        2.3809153784        4.2812629526     7350.8643142196        2.3809153784        1.9003475743      1.98378468
       241        2.4458102759        4.2810717569     7099.1003490136        2.4458102759        1.8352614810      1.89014404
       242        2.5193659508        4.2809257175     6814.0097112950        2.5193659508        1.7615597666      1.96469431
       243        2.6032322080        4.2808417967     6489.2762910312        2.6032322080        1.6776095886      1.98710241
       244        2.6980940018        4.2808317382     6122.2959959183        2.6980940018        1.5827377363      1.99327777
       245        2.8035218447        4.2808973162     5714.7370194617        2.8035218447        1.4773754715      4.29496730
       246        2.9179440299        4.2810348281     5272.6646647188        2.9179440299        1.3630907982      4.09061819
       247        3.0387220261        4.2812321734     4806.2384090705        3.0387220261        1.2425101473      4.21601845
       248        3.1623332534        4.2814738582     4329.0242512400        3.1623332534        1.1191406048      4.10544767
       249        3.2846284418        4.2817397118     3856.9942421838        3.2846284418        0.9971112700      3.60710561
       250        3.4011491201        4.2820069021     3407.3061809039        3.4011491201        0.8808577820      4.12437109
       251        3.5074757294        4.2822530983     2996.9692857239        3.5074757294        0.7747773689      4.19430400
       252        3.5995759432        4.2824588928     2641.5062030725        3.5995759432        0.6828829497      4.24167924
       253        3.6741223708        4.2826062186     2353.7179531267        3.6741223708        0.6084838478      3.79106461
       254        3.7287642698        4.2826821282     2142.6475206570        3.7287642698        0.5539178584      3.28294483
       255        3.7623240259        4.2826789844     2012.8205737828        3.7623240259        0.5203549585      4.17665955
       256        3.7749098946        4.2825970675     1963.8194465401        3.7749098946        0.5076871728      4.22683695
       257        3.7679282623        4.2824407697     1990.2209895824        3.7679282623        0.5145125074      4.23300859
       258        3.7440055911        4.2822194343     2081.9017460169        3.7440055911        0.5382138431      4.23919829
       259        3.7068212288        4.2819480064     2224.6871902604        3.7068212288        0.5751267776      4.18075526
       260        3.6608635149        4.2816474936     2401.2969299631        3.6608635149        0.6207839787      4.18969727
       261        3.6111199584        4.2813380971     2592.5165826167        3.6111199584        0.6702181388      4.21405739
       262        3.5627400307        4.2810415676     2778.5112608081        3.5627400307        0.7183015369      3.65918984
       263        3.5206811415        4.2807788498     2940.1858875673        3.5206811415        0.7600977083      4.03302950
       264        3.4893689175        4.2805688539     3060.4945414895        3.4893689175        0.7911999364      4.20038094
       265        3.4723947251        4.2804270445     3125.6050324262        3.4723947251        0.8080323194      4.07635394
       266        3.4722726282        4.2803645800     3125.8357005210        3.4722726282        0.8080919518      4.15940161
       267        3.4902685675        4.2803836070     3056.2979774307        3.4902685675        0.7901150395      4.10521513
       268        3.5263299713        4.2804852783     2917.1996786476        3.5263299713        0.7541553069      4.23696791
