      Step          Pe(mixed)          E_total                Temp                  Pe                  Ke   Speed(ns/day)
        83        1.9230605698        4.1210656415     8502.2536208902        1.9232636225        2.1980050717      2.16719712
        84        1.9902397158        4.1217919525     8245.2028683806        1.9922636106        2.1315522366      2.16125162
        85        2.1075135123        4.1241742061     7800.7830403361        2.1208266717        2.0166606938      2.22473980
        86        2.2436621583        4.1288055610     7292.0520191946        2.3031615400        1.8851434027      2.17931783
        87        2.3460317407        4.1328748242     6911.8098371822        2.5346619906        1.7868430835      2.16616077
        88        2.3754419015        4.1305856466     6789.1914598361        2.8174672634        1.7551437451      2.24097375
reaction occured at step 88 between IDs 1 and 2
        89        2.3544945610        4.1266719774     6855.0805682788        3.1468602414        1.7721774165      0.79213925
        90        2.3180478744        4.1298236943     7008.2538582574        2.7494857764        1.8117758198      1.09345644
        91        2.2401372777        4.1317949411     7317.2502761754        2.4224817001        1.8916576634      1.99393582
        92        2.1028078284        4.1275875119     7832.1886593957        2.1591623771        2.0247796836      2.03092367
        93        1.9475174578        4.1228983172     8414.7393592834        1.9596950714        2.1753808594      2.11280239
        94        1.8278223158        4.1206088891     8868.8844241637        1.8295848340        2.2927865733      2.16752118
        95        1.7737791658        4.1200533057     9075.7833353326        1.7739457840        2.3462741398      2.18608835
        96        1.7941643676        4.1202142629     8997.5525527713        1.7941747042        2.3260498952      1.98775638
        97        1.8870732064        4.1207214514     8640.1274152506        1.8870736437        2.2336482450      1.95441627
        98        2.0449102214        4.1214923844     8032.5693697821        2.0449102350        2.0765821629      1.96645340
        99        2.2558367010        4.1224753236     7220.4724147686        2.2558367014        1.8666386226      1.61581926
       100        2.5046080238        4.1236141376     6262.5881848722        2.5046080239        1.6190061137      2.07856758
       101        2.7735247230        4.1248350414     5227.0957858053        2.7735247230        1.3513103184      1.96586669
       102        3.0435931673        4.1260566936     4187.1511373375        3.0435931673        1.0824635263      2.13206957
       103        3.2958063221        4.1271952647     3215.9523827695        3.2958063221        0.8313889426      2.08808911
       104        3.5124621817        4.1281709583     2381.6651938381        3.5124621817        0.6157087766      2.19276838
       105        3.6784170339        4.1289116993     1742.5892002775        3.6784170339        0.4504946654      2.03183463
       106        3.7821846756        4.1293645514     1342.9502024001        3.7821846756        0.3471798758      4.53098107
       107        3.8167721281        4.1294963729     1209.6700218813        3.8167721281        0.3127242449      4.65255958
       108        3.7801926955        4.1292973122     1350.3954243710        3.7801926955        0.3491046167      4.54063232
       109        3.6756084856        4.1287847382     1752.9620308360        3.6756084856        0.4531762526      4.04337925
       110        3.5110805748        4.1279977572     2386.3395109051        3.5110805748        0.6169171824      4.57012252
       111        3.2989624427        4.1269950772     3202.9696176926        3.2989624427        0.8280326344      1.16012378
       112        3.0549852649        4.1258508366     4142.2882966634        3.0549852649        1.0708655717      1.88581618
       113        2.7971111817        4.1246471991     5135.1327875808        2.7971111817        1.3275360174      2.14082331
       114        2.5442511950        4.1234691145     6108.6807517834        2.5442511950        1.5792179195      2.15341751
       115        2.3149380577        4.1223955651     6991.5498987242        2.3149380579        1.8074575074      2.20236328
       116        2.1260583979        4.1214984957     7718.6982026589        2.1260584026        1.9954400978      2.21130013
       117        1.9917140834        4.1208359609     8235.8018300993        1.9917142191        2.1291218775      2.16758600
       118        1.9222890009        4.1204499877     8502.8567267116        1.9222919820        2.1981609868      2.23765277
       119        1.9237450893        4.1203817283     8496.9602929415        1.9237913279        2.1966366390      2.14754728
       120        1.9969441538        4.1207396976     8215.1986750773        1.9974328978        2.1237955439      2.13539887
       121        2.1361047317        4.1218626507     7681.2459054502        2.1396014306        1.9857579190      2.22289750
       122        2.3250397938        4.1242009674     6959.4582831479        2.3422892037        1.7991611736      2.27088523
       123        2.5336238896        4.1274939288     6165.3576175671        2.5946288535        1.5938700392      2.23565110
       124        2.7232329785        4.1302068229     5442.4116746781        2.8860397864        1.4069738444      2.11997113
       125        2.8643052811        4.1307135605     4898.6804068338        3.2100672051        1.2664082794      2.05191023
       126        2.9510122910        4.1297630821     4559.6064862491        3.5658457565        1.1787507911      2.08089501
reaction occured at step 126 between IDs 1 and 3
       127        2.9911329045        4.1301565265     4405.9351089540        3.6413952166        1.1390236221      0.84662150
       128        2.9799173352        4.1317353964     4455.4261532762        3.3501325487        1.1518180612      1.16967228
       129        2.9017696339        4.1315550238     4757.0169052680        3.0793820380        1.2297853899      1.84304064
       130        2.7577640466        4.1290141749     5304.2263272771        2.8263571698        1.3712501284      1.62903898
       131        2.5746388335        4.1257588883     5999.9934813234        2.5948990609        1.5511200548      1.72758976
       132        2.3901382630        4.1232757832     6704.0676777933        2.3944784726        1.7331375202      1.50991798
       133        2.2360347642        4.1219180043     7294.9138348548        2.2366797313        1.8858832401      1.96299153
       134        2.1318494476        4.1212906336     7695.4934021732        2.1319141044        1.9894411860      1.88297454
       135        2.0875504032        4.1210544970     7865.9361470377        2.0875547449        2.0335040939      1.43804709
       136        2.1071035030        4.1211015492     7790.4834710197        2.1071037015        2.0139980462      2.18076044
       137        2.1898812708        4.1214111765     7471.4828211924        2.1898812772        1.9315299057      2.32897086
       138        2.3310265465        4.1219644924     6927.6494541361        2.3310265466        1.7909379459      2.51126340
       139        2.5217803578        4.1227252607     6192.7243812123        2.5217803578        1.6009449029      2.59172441
       140        2.7500463190        4.1236474698     5313.3204780569        2.7500463190        1.3736011509      2.60607577
       141        3.0011686147        4.1246671819     4345.8815832333        3.0011686147        1.1234985672      2.54709447
       142        3.2589159542        4.1257180745     3352.9365152640        3.2589159542        0.8668021203      4.77674640
       143        3.5065635221        4.1267288727     2398.9039721409        3.5065635221        0.6201653506      4.44538599
       144        3.7280251096        4.1276305898     1545.7412652853        3.7280251096        0.3996054802      4.86198250
       145        3.9089450271        4.1283624871      848.7436709260        3.9089450271        0.2194174599      4.61728822
       146        4.0376716043        4.1288751454      352.7906495662        4.0376716043        0.0912035410      4.57502671
       147        4.1060465119        4.1291331348       89.3029436981        4.1060465119        0.0230866229      4.30875531
       148        4.1099577244        4.1291199682       74.1227845627        4.1099577244        0.0191622438      4.41048945
       149        4.0496113457        4.1288381419      306.4625845721        4.0496113457        0.0792267962      4.84962015
       150        3.9295062870        4.1283061739      768.9914274723        3.9295062870        0.1987998868      4.90077579
       151        3.7581234894        4.1275617138     1429.0492418177        3.7581234894        0.3694382244      4.26413915
       152        3.5473378938        4.1266563090     2240.9011500233        3.5473378938        0.5793184152      4.83377172
       153        3.3116028258        4.1256507697     3148.8744805706        3.3116028258        0.8140479439      4.75293941
       154        3.0669665426        4.1246148951     4091.1618679725        3.0669665426        1.0576483525      4.89283556
       155        2.8299752013        4.1236183988     5004.0296543473        2.8299752013        1.2936431974      4.79317328
       156        2.6165524926        4.1227290167     5826.1443393018        2.6165524926        1.5061765242      4.85026923
       157        2.4409199079        4.1220056341     6502.7225760846        2.4409199080        1.6810857262      1.25471874
       158        2.3146423348        4.1214983992     6989.2234161319        2.3146423355        1.8068560644      2.20631882
       159        2.2458467552        4.1212394309     7254.3345657786        2.2458467771        1.8753926757      2.44287213
       160        2.2386869241        4.1212462792     7282.0564882869        2.2386873940        1.8825593551      2.47034913
       161        2.2930640084        4.1215193892     7072.7732078371        2.2930711808        1.8284553808      2.48508737
       162        2.4046008087        4.1220582259     6643.4143994361        2.4046771839        1.7174574171      2.18641809
       163        2.5646889121        4.1228936538     6027.3982426283        2.5652564480        1.5582047416      2.33241852
       164        2.7602495836        4.1241123543     5275.6507843213        2.7632421288        1.3638627707      2.57899773
       165        2.9731998054        4.1257337392     4458.1952688815        2.9847421903        1.1525339338      2.69183187
       166        3.1811686089        4.1275118111     3660.6148100432        3.2150824906        0.9463432023      2.53675311
       167        3.3613313913        4.1289918633     2969.4399307696        3.4408299363        0.7676604720      2.31188431
       168        3.4960350408        4.1298592376     2451.7386886602        3.6518114001        0.6338241968      2.08394644
       169        3.5761754856        4.1300990851     2142.6697278424        3.8423746159        0.5539235994      2.25772765
       170        3.6006794481        4.1298712232     2047.0028679856        4.0115690849        0.5291917751      2.57826378
       171        3.5738777743        4.1293658056     2148.7212139382        4.1624556839        0.5554880314      2.63823432
       172        3.5028368276        4.1287784561     2421.2475876211        4.3010746144        0.6259416285      2.65933709
reaction occured at step 172 between IDs 1 and 2
       173        3.3951562665        4.1282852757     2835.8664196568        3.9892688762        0.7331290092      0.90949395
       174        3.2571821355        4.1279748541     3368.3728212809        3.6776508266        0.8707927186      1.17593492
       175        3.0930882555        4.1277687402     4002.3182885322        3.3707552685        1.0346804846      2.38955435
       176        2.9057110694        4.1274121615     4725.7454803243        3.0719640722        1.2217010920      2.30460660
       177        2.6994576669        4.1266081534     5520.4583223374        2.7866709669        1.4271504864      2.54825867
       178        2.4839553687        4.1252922567     6348.9673789449        2.5225406548        1.6413368880      2.31262199
       179        2.2753102128        4.1237722602     7150.1623620627        2.2891660674        1.8484620474      2.48083427
       180        2.0928450088        4.1225239313     7851.1397403303        2.0967503390        2.0296789225      2.07173488
       181        1.9533335386        4.1218096286     8388.0305488528        1.9541777190        2.1684760900      2.16661405
       182        1.8671873100        4.1215972895     8720.4372991852        1.8673261549        2.2544099795      2.10360403
       183        1.8381063695        4.1217556429     8833.5398102697        1.8381239392        2.2836492735      2.05173597
       184        1.8643193802        4.1221956685     8733.8455652913        1.8643211476        2.2578762884      1.68733001
       185        1.9397106268        4.1228592666     8444.7864411450        1.9397107762        2.1831486398      1.17486745
       186        2.0546760646        4.1236938897     8003.3092377590        2.0546760761        2.0690178251      1.53808355
       187        2.1969710892        4.1246325815     7456.5191471270        2.1969710900        1.9276614923      1.69879929
       188        2.3527172393        4.1256036732     6857.8231669808        2.3527172394        1.7728864339      2.46430156
       189        2.5075211485        4.1265272850     6262.5882729985        2.5075211485        1.6190061365      2.46925501
       190        2.6476670363        4.1273276303     5723.5762574770        2.6476670363        1.4796605939      2.56885139
       191        2.7612645915        4.1279358106     5286.5143354418        2.7612645915        1.3666712191      2.51964447
       192        2.8392650683        4.1282989610     4986.2000880981        2.8392650683        1.2890338928      2.59052016
       193        2.8762379228        4.1283885676     4843.5294763250        2.8762379228        1.2521506448      2.47018074
       194        2.8708151643        4.1281977459     4863.7674884007        2.8708151643        1.2573825816      2.50700703
       195        2.8257729064        4.1277469775     5036.2548760749        2.8257729064        1.3019740711      2.55166783
       196        2.7477264319        4.1270821110     5335.5799621953        2.7477264319        1.3793556791      2.49046709
       197        2.6464749873        4.1262643379     5724.0743100845        2.6464749873        1.4797893506      2.49604205
       198        2.5340842769        4.1253670874     6155.3497814536        2.5340842769        1.5912828106      2.32829751
       199        2.4237911855        4.1244682072     6578.5050049351        2.4237911855        1.7006770216      2.59042757
