      Step          Pe(mixed)          E_total                Temp                  Pe                  Ke   Speed(ns/day)
        60        3.6738182893        4.1390560204     1799.6178604812        3.6738182893        0.4652377312      0.50216916
        61        3.8111522247        4.1395380214     1270.2515409281        3.8111522247        0.3283857967      0.50391138
        62        3.9014687286        4.1398063381      921.9299941885        3.9014687286        0.2383376095      0.50223528
        63        3.9405780153        4.1398428015      770.7897365351        3.9405780153        0.1992647862      0.50271950
        64        3.9279150538        4.1396481707      819.0193385189        3.9279150538        0.2117331169      0.50314527
        65        3.8665393848        4.1392405543     1054.8540289289        3.8665393848        0.2727011695      0.50269509
        66        3.7628728268        4.1386514142     1453.5748331363        3.7628728268        0.3757785874      0.50450768
        67        3.6262048828        4.1379252936     1979.4206899138        3.6262048828        0.5117204108      0.50474308
        68        3.4679975519        4.1371147297     2588.2578804592        3.4679975519        0.6691171779      0.50496815
        69        3.3010508931        4.1362791650     3230.8035546914        3.3010508931        0.8352282719      0.50513004
        70        3.1385789079        4.1354770523     3856.1698362904        3.1385789079        0.9968981444      0.50553169
        71        2.9932733533        4.1347647882     4415.4810242943        2.9932733533        1.1414914349      0.50460603
        72        2.8764086927        4.1341919505     4865.3173714855        2.8764086927        1.2577832578      0.50415323
        73        2.7970536472        4.1337984197     5170.7538026005        2.7970536472        1.3367447726      0.48744736
        74        2.7614385206        4.1336098942     5307.7898588346        2.7614385206        1.3721713736      0.50750338
        75        2.7725283239        4.1336395037     5265.0071676014        2.7725283239        1.3611111798      0.50892526
        76        2.8298203869        4.1338849715     5044.3413343482        2.8298203869        1.3040645846      0.50532726
        77        2.9293863869        4.1343272274     4660.9140059935        2.9293863869        1.2049408405      0.50111020
        78        3.0641608887        4.1349349644     4141.9343745325        3.0641608887        1.0707740757      0.50538364
        79        3.2244464356        4.1356642629     3524.7439467472        3.2244464356        0.9112178273      0.50477472
        80        3.3986099641        4.1364628881     2854.1393172946        3.3986099641        0.7378529240      0.50515116
        81        3.5739169221        4.1372740910     2179.1603627180        3.5739169221        0.5633571689      0.19517952
        82        3.7374417074        4.1380374426     1549.5717386631        3.7374417074        0.4005957353      0.19559933
        83        3.8770027542        4.1387002540     1012.2899822893        3.8770027542        0.2616974998      0.19475313
        84        3.9820299001        4.1392141491      608.0151349598        3.9820299001        0.1571842490      0.19542582
