ID	Analytic	Finite_differences	Diff	Abs_diff	Norm_diff
1	4.159406306317753	4.159224199838718	0.00018210647903504906	0.00018210647903504906	4.378184424023356e-05
2	-2.774838192162439	-2.7751650536202987	0.0003268614578595397	0.0003268614578595397	0.00011779478125346676
3	-1.9986574845277065	-1.9984414259255345	-0.0002160586021719979	0.0002160586021719979	0.00010810186529937305
4	-2.5025330799836154	-2.5025243690066645	-8.710976950876415e-06	8.710976950876415e-06	3.4808638577250882e-06
5	4.541745781416146	4.54158170033736	0.0001640810787852942	0.0001640810787852942	3.6127314623526256e-05
6	-3.23604224793702	-3.236102652493855	6.040455683509194e-05	6.040455683509194e-05	1.8666183012165522e-05
7	-5.729389944460947	-5.729406453525598	1.6509064651337724e-05	1.6509064651337724e-05	2.8814698966856566e-06
8	0.9456172037628325	0.945890517641601	-0.00027331387876849966	0.00027331387876849966	0.0002890322613430886
9	4.127949093882768	4.12790600870494	4.3085177828139365e-05	4.3085177828139365e-05	1.0437429543883557e-05
10	2.0064119411244383	2.006622695503779	-0.0002107543793408162	0.0002107543793408162	0.00010504043313393795
11	1.9268445076752692	1.9268879237159808	-4.34160407116746e-05	4.34160407116746e-05	2.2532197351023355e-05
12	3.1680916415854745	3.167893919993503	0.0001977215919715114	0.0001977215919715114	6.241031331800788e-05
13	-0.8636704639104826	-0.8635608316751586	-0.00010963223532400868	0.00010963223532400868	0.0001269375761996323
14	0.39496375898480807	0.39492644410188404	3.7314882924022186e-05	3.7314882924022186e-05	9.447672621896803e-05
15	0.11633101025440115	0.11630579606958236	2.5214184818794783e-05	2.5214184818794783e-05	0.0002167451719335589
16	0.6453422527955657	0.645363599815596	-2.1347020030315633e-05	2.1347020030315633e-05	3.3078602769061265e-05
17	-0.3583027894394272	-0.3580358270767192	-0.000266962362708012	0.000266962362708012	0.0007450747540248867
18	0.46313872994588823	0.4633539450082935	-0.00021521506240529398	0.00021521506240529398	0.00046468811284782656
19	0.11149106971377643	0.11122040876898609	0.0002706609447903352	0.0002706609447903352	0.0024276468553507016
20	-0.6364775859763686	-0.6363089745207162	-0.00016861145565238989	0.00016861145565238989	0.0002649134225107656
21	-0.009152304838910847	-0.009147120934471786	-5.183904439060721e-06	5.183904439060721e-06	0.000566404258850891
22	-1.9436639904821318	-1.9440848683700551	0.00042087788792333214	0.00042087788792333214	0.00021653839860403653
23	0.5358322148304506	0.5356163084400123	0.00021590639043833626	0.00021590639043833626	0.0004029365619733295
24	0.9836519502215428	0.9827483146267468	0.000903635594796004	0.000903635594796004	0.0009186537927287012
